NR,air_hour,DataTime
4061,41,23:49:01 19.01.2021
4062,40,00:49:01 20.01.2021
4063,38,01:49:01 20.01.2021
4064,40,02:49:01 20.01.2021
4065,40,03:49:01 20.01.2021
4066,40,04:49:01 20.01.2021
4067,40,05:49:01 20.01.2021
4068,40,06:49:01 20.01.2021
4069,643,07:49:01 20.01.2021
4070,641,08:49:01 20.01.2021
4071,644,09:49:01 20.01.2021
4072,641,10:49:01 20.01.2021
4073,642,11:49:01 20.01.2021
4074,659,12:49:01 20.01.2021
4075,618,13:49:01 20.01.2021
4076,813,14:49:01 20.01.2021
4077,639,15:49:01 20.01.2021
4078,825,16:49:01 20.01.2021
4079,643,17:49:01 20.01.2021
4080,646,18:49:01 20.01.2021
4081,659,19:49:01 20.01.2021
4082,633,20:49:01 20.01.2021
4083,641,21:49:01 20.01.2021
4084,638,22:49:01 20.01.2021
4085,645,23:49:01 20.01.2021
4086,650,00:49:01 21.01.2021
4087,645,01:49:01 21.01.2021
4088,645,02:49:01 21.01.2021
4089,643,03:49:01 21.01.2021
4090,649,04:49:01 21.01.2021
4091,640,05:49:01 21.01.2021
4092,634,06:49:01 21.01.2021
4093,637,07:49:01 21.01.2021
4094,794,08:49:01 21.01.2021
4095,1184,09:49:01 21.01.2021
4096,805,10:49:01 21.01.2021
4097,614,11:49:01 21.01.2021
4098,635,12:49:01 21.01.2021
4099,1217,13:49:01 21.01.2021
4100,631,14:49:01 21.01.2021
4101,650,15:49:01 21.01.2021
4102,804,16:49:01 21.01.2021
4103,636,17:49:01 21.01.2021
4104,641,18:49:01 21.01.2021
4105,658,19:49:01 21.01.2021
4106,639,20:49:01 21.01.2021
4107,630,21:49:01 21.01.2021
4108,635,22:49:01 21.01.2021
4109,648,23:49:01 21.01.2021
4110,653,00:49:01 22.01.2021
4111,636,01:49:01 22.01.2021
4112,627,02:49:01 22.01.2021
4113,637,03:49:01 22.01.2021
4114,653,04:49:01 22.01.2021
4115,643,05:49:01 22.01.2021
4116,634,06:49:01 22.01.2021
4117,644,07:49:01 22.01.2021
4118,802,08:49:01 22.01.2021
4119,1227,09:49:01 22.01.2021
4120,634,10:49:01 22.01.2021
4121,1212,11:49:01 22.01.2021
4122,637,12:49:01 22.01.2021
4123,1228,13:49:01 22.01.2021
4124,664,14:49:01 22.01.2021
4125,620,15:49:01 22.01.2021
4126,653,16:50:01 22.01.2021
4127,36,17:50:01 22.01.2021
4128,1,18:50:01 22.01.2021
4129,1,19:50:01 22.01.2021
4130,1,20:50:01 22.01.2021
4131,1,21:50:01 22.01.2021
4132,1,22:50:01 22.01.2021
4133,2,23:50:01 22.01.2021
4134,2,00:50:01 23.01.2021
4135,2,01:50:01 23.01.2021
4136,2,02:50:01 23.01.2021
4137,2,03:50:01 23.01.2021
4138,2,04:50:01 23.01.2021
4139,2,05:50:01 23.01.2021
4140,2,06:50:01 23.01.2021
4141,2,07:50:01 23.01.2021
4142,2,08:50:01 23.01.2021
4143,2,09:50:01 23.01.2021
4144,2,10:50:01 23.01.2021
4145,1,11:50:01 23.01.2021
4146,2,12:50:01 23.01.2021
4147,2,13:50:01 23.01.2021
4148,1,14:50:01 23.01.2021
4149,1,15:50:01 23.01.2021
4150,2,16:50:01 23.01.2021
4151,2,17:50:01 23.01.2021
4152,2,18:50:01 23.01.2021
4153,2,19:50:01 23.01.2021
4154,2,20:50:01 23.01.2021
4155,2,21:50:01 23.01.2021
4156,2,22:50:01 23.01.2021
4157,2,23:50:01 23.01.2021
4158,2,00:50:01 24.01.2021
4159,2,01:50:01 24.01.2021
4160,2,02:50:01 24.01.2021
4161,2,03:50:01 24.01.2021
4162,2,04:50:01 24.01.2021
4163,2,05:50:01 24.01.2021
4164,2,06:50:01 24.01.2021
4165,2,07:50:01 24.01.2021
4166,2,08:50:01 24.01.2021
4167,2,09:50:01 24.01.2021
4168,2,10:50:01 24.01.2021
4169,2,11:50:01 24.01.2021
4170,1,12:50:01 24.01.2021
4171,2,13:50:01 24.01.2021
4172,1,14:50:01 24.01.2021
4173,1,15:50:01 24.01.2021
4174,2,16:50:01 24.01.2021
4175,2,17:50:01 24.01.2021
4176,2,18:50:01 24.01.2021
4177,2,19:50:01 24.01.2021
4178,2,20:50:01 24.01.2021
4179,2,21:50:01 24.01.2021
4180,2,22:50:01 24.01.2021
4181,2,23:50:01 24.01.2021
4182,2,00:50:01 25.01.2021
4183,2,01:50:01 25.01.2021
4184,2,02:50:01 25.01.2021
4185,2,03:50:01 25.01.2021
4186,2,04:50:01 25.01.2021
4187,2,05:50:01 25.01.2021
4188,808,06:50:01 25.01.2021
4189,1924,07:50:01 25.01.2021
4190,799,08:50:01 25.01.2021
4191,796,09:50:01 25.01.2021
4192,636,10:50:01 25.01.2021
4193,768,11:50:01 25.01.2021
4194,637,12:50:01 25.01.2021
4195,633,13:50:01 25.01.2021
4196,826,14:50:01 25.01.2021
4197,640,15:50:01 25.01.2021
4198,640,16:50:01 25.01.2021
4199,639,17:50:01 25.01.2021
4200,638,18:50:01 25.01.2021
4201,850,19:50:01 25.01.2021
4202,804,20:50:01 25.01.2021
4203,746,21:50:01 25.01.2021
4204,800,22:50:01 25.01.2021
4205,837,23:50:01 25.01.2021
4206,799,00:50:01 26.01.2021
4207,828,01:50:01 26.01.2021
4208,639,02:50:01 26.01.2021
4209,664,03:50:01 26.01.2021
4210,638,04:50:01 26.01.2021
4211,650,05:50:01 26.01.2021
4212,643,06:50:01 26.01.2021
4213,638,07:50:01 26.01.2021
4214,653,08:50:01 26.01.2021
4215,634,09:50:01 26.01.2021
4216,636,10:50:01 26.01.2021
4217,630,11:50:01 26.01.2021
4218,639,12:50:01 26.01.2021
4219,635,13:50:01 26.01.2021
4220,637,14:50:01 26.01.2021
4221,756,15:50:02 26.01.2021
4222,1105,16:50:01 26.01.2021
4223,659,17:50:01 26.01.2021
4224,875,18:50:01 26.01.2021
4225,634,19:50:01 26.01.2021
4226,640,20:50:01 26.01.2021
4227,635,21:50:01 26.01.2021
4228,657,22:50:01 26.01.2021
4229,638,23:50:01 26.01.2021
4230,636,00:50:01 27.01.2021
4231,643,01:50:01 27.01.2021
4232,646,02:50:01 27.01.2021
4233,640,03:50:01 27.01.2021
4234,645,04:50:01 27.01.2021
4235,637,05:50:01 27.01.2021
4236,644,06:50:01 27.01.2021
4237,635,07:50:01 27.01.2021
4238,647,08:50:01 27.01.2021
4239,786,09:50:01 27.01.2021
4240,644,10:50:01 27.01.2021
4241,1227,11:50:01 27.01.2021
4242,1013,12:50:01 27.01.2021
4243,805,13:50:01 27.01.2021
4244,1123,14:50:01 27.01.2021
4245,644,15:50:01 27.01.2021
4246,638,16:50:01 27.01.2021
4247,639,17:50:01 27.01.2021
4248,1188,18:50:01 27.01.2021
4249,636,19:50:01 27.01.2021
4250,1149,20:50:01 27.01.2021
4251,637,21:50:01 27.01.2021
4252,1046,22:50:01 27.01.2021
4253,635,23:50:01 27.01.2021
4254,1014,00:50:01 28.01.2021
4255,646,01:50:01 28.01.2021
4256,1067,02:50:01 28.01.2021
4257,637,03:50:01 28.01.2021
4258,1071,04:50:01 28.01.2021
4259,638,05:50:01 28.01.2021
4260,1090,06:50:01 28.01.2021
4261,635,07:50:01 28.01.2021
4262,648,08:50:01 28.01.2021
4263,639,09:50:01 28.01.2021
4264,1257,10:50:01 28.01.2021
4265,634,11:50:01 28.01.2021
4266,652,12:50:01 28.01.2021
4267,803,13:50:01 28.01.2021
4268,786,14:50:01 28.01.2021
4269,647,15:50:01 28.01.2021
4270,642,16:50:01 28.01.2021
4271,639,17:50:01 28.01.2021
4272,664,18:50:01 28.01.2021
4273,1207,19:50:01 28.01.2021
4274,1043,20:50:01 28.01.2021
4275,851,21:50:01 28.01.2021
4276,807,22:50:01 28.01.2021
4277,804,23:50:01 28.01.2021
4278,811,00:50:01 29.01.2021
4279,801,01:50:01 29.01.2021
4280,804,02:50:01 29.01.2021
4281,804,03:50:01 29.01.2021
4282,640,04:50:01 29.01.2021
4283,645,05:50:01 29.01.2021
4284,639,06:50:01 29.01.2021
4285,811,07:50:01 29.01.2021
4286,657,08:50:01 29.01.2021
4287,642,09:59:01 29.01.2021
4288,635,10:59:01 29.01.2021
4289,638,11:59:01 29.01.2021
4290,904,12:59:01 29.01.2021
4291,813,13:59:01 29.01.2021
4292,783,14:59:01 29.01.2021
4293,797,15:59:01 29.01.2021
4294,652,16:59:01 29.01.2021
4295,659,17:59:01 29.01.2021
4296,785,18:59:01 29.01.2021
4297,643,19:59:01 29.01.2021
4298,640,20:59:01 29.01.2021
4299,643,21:59:01 29.01.2021
4300,662,22:59:01 29.01.2021
4301,637,23:59:01 29.01.2021
4302,643,00:59:01 30.01.2021
4303,644,01:59:01 30.01.2021
4304,637,02:59:01 30.01.2021
4305,642,03:59:01 30.01.2021
4306,635,04:59:01 30.01.2021
4307,641,05:59:01 30.01.2021
4308,646,06:59:01 30.01.2021
4309,640,07:59:01 30.01.2021
4310,643,08:59:01 30.01.2021
4311,648,09:59:01 30.01.2021
4312,633,10:59:01 30.01.2021
4313,634,11:59:01 30.01.2021
4314,667,12:59:01 30.01.2021
4315,641,13:59:01 30.01.2021
4316,639,14:59:01 30.01.2021
4317,639,15:59:01 30.01.2021
4318,641,16:59:01 30.01.2021
4319,39,17:59:01 30.01.2021
4320,40,18:59:01 30.01.2021
4321,40,19:59:01 30.01.2021
4322,40,20:59:01 30.01.2021
4323,40,21:59:01 30.01.2021
4324,40,22:59:01 30.01.2021
4325,40,23:59:01 30.01.2021
4326,40,00:59:01 31.01.2021
4327,40,01:59:01 31.01.2021
4328,40,02:59:01 31.01.2021
4329,40,03:59:01 31.01.2021
4330,39,04:59:01 31.01.2021
4331,38,05:59:01 31.01.2021
4332,39,06:59:01 31.01.2021
4333,38,07:59:01 31.01.2021
4334,40,08:59:01 31.01.2021
4335,40,09:59:01 31.01.2021
4336,39,10:59:01 31.01.2021
4337,37,11:59:01 31.01.2021
4338,37,12:59:01 31.01.2021
4339,39,13:59:01 31.01.2021
4340,39,14:59:01 31.01.2021
4341,39,15:59:01 31.01.2021
4342,39,16:59:01 31.01.2021
4343,37,17:59:01 31.01.2021
4344,39,18:59:01 31.01.2021
4345,43,19:59:01 31.01.2021
4346,40,20:59:01 31.01.2021
4347,40,21:59:01 31.01.2021
4348,41,22:59:01 31.01.2021
4349,40,23:59:01 31.01.2021
4350,40,00:59:01 01.02.2021
4351,41,01:59:01 01.02.2021
4352,41,02:59:01 01.02.2021
4353,41,03:59:01 01.02.2021
4354,40,04:59:01 01.02.2021
4355,40,05:59:01 01.02.2021
4356,641,06:59:01 01.02.2021
4357,627,07:59:01 01.02.2021
4358,817,08:59:01 01.02.2021
4359,633,09:59:01 01.02.2021
4360,570,11:08:01 01.02.2021
4361,581,12:09:01 01.02.2021
4362,577,13:09:01 01.02.2021
4363,581,14:09:01 01.02.2021
4364,631,15:09:01 01.02.2021
4365,808,16:09:01 01.02.2021
4366,639,17:09:01 01.02.2021
4367,816,18:09:01 01.02.2021
4368,636,19:09:01 01.02.2021
4369,634,20:09:01 01.02.2021
4370,638,21:09:01 01.02.2021
4371,639,22:09:01 01.02.2021
4372,640,23:09:01 01.02.2021
4373,653,00:09:01 02.02.2021
4374,637,01:09:01 02.02.2021
4375,638,02:09:01 02.02.2021
4376,640,03:09:01 02.02.2021
4377,643,04:09:01 02.02.2021
4378,641,05:09:01 02.02.2021
4379,644,06:09:01 02.02.2021
4380,640,07:09:01 02.02.2021
4381,643,08:09:01 02.02.2021
4382,814,09:09:01 02.02.2021
4383,818,10:09:01 02.02.2021
4384,617,11:09:01 02.02.2021
4385,649,12:09:01 02.02.2021
4386,810,13:09:01 02.02.2021
4387,636,14:09:01 02.02.2021
4388,891,15:09:01 02.02.2021
4389,639,16:10:01 02.02.2021
4390,637,17:10:01 02.02.2021
4391,636,18:10:01 02.02.2021
4392,641,19:10:01 02.02.2021
4393,796,20:10:01 02.02.2021
4394,1613,21:10:01 02.02.2021
4395,645,22:10:01 02.02.2021
4396,645,23:10:01 02.02.2021
4397,865,00:10:01 03.02.2021
4398,805,01:10:01 03.02.2021
4399,800,02:10:01 03.02.2021
4400,803,03:10:01 03.02.2021
4401,796,04:10:01 03.02.2021
4402,657,05:10:01 03.02.2021
4403,657,06:10:01 03.02.2021
4404,639,07:10:01 03.02.2021
4405,637,08:10:01 03.02.2021
4406,639,09:10:01 03.02.2021
4407,655,10:10:01 03.02.2021
4408,809,11:10:01 03.02.2021
4409,796,12:10:01 03.02.2021
4410,633,13:11:01 03.02.2021
4411,626,14:11:01 03.02.2021
4412,636,15:11:01 03.02.2021
4413,634,16:11:01 03.02.2021
4414,641,17:11:01 03.02.2021
4415,639,18:11:01 03.02.2021
4416,639,19:11:01 03.02.2021
4417,634,20:11:01 03.02.2021
4418,640,21:11:01 03.02.2021
4419,644,22:11:01 03.02.2021
4420,639,23:11:01 03.02.2021
4421,641,00:11:01 04.02.2021
4422,634,01:11:01 04.02.2021
4423,641,02:11:01 04.02.2021
4424,635,03:11:01 04.02.2021
4425,645,04:11:01 04.02.2021
4426,633,05:11:01 04.02.2021
4427,639,06:11:01 04.02.2021
4428,803,07:11:01 04.02.2021
4429,796,08:11:01 04.02.2021
4430,37,09:11:01 04.02.2021
4431,634,10:11:01 04.02.2021
4432,647,11:11:01 04.02.2021
4433,635,12:11:01 04.02.2021
4434,801,13:11:01 04.02.2021
4435,794,14:11:01 04.02.2021
4436,620,15:11:01 04.02.2021
4437,641,16:11:01 04.02.2021
4438,640,17:11:01 04.02.2021
4439,628,18:11:01 04.02.2021
4440,641,19:11:01 04.02.2021
4441,803,20:11:01 04.02.2021
4442,633,21:11:01 04.02.2021
4443,643,22:11:01 04.02.2021
4444,643,23:11:01 04.02.2021
4445,639,00:11:01 05.02.2021
4446,635,01:11:01 05.02.2021
4447,668,02:11:01 05.02.2021
4448,630,03:11:01 05.02.2021
4449,637,04:11:01 05.02.2021
4450,633,05:11:01 05.02.2021
4451,823,06:11:01 05.02.2021
4452,633,07:11:01 05.02.2021
4453,789,08:11:01 05.02.2021
4454,636,09:11:01 05.02.2021
4455,797,10:11:01 05.02.2021
4456,783,11:11:01 05.02.2021
4457,652,12:11:01 05.02.2021
4458,643,13:11:01 05.02.2021
4459,655,14:11:01 05.02.2021
4460,638,15:11:01 05.02.2021
4461,627,16:11:01 05.02.2021
4462,625,17:11:01 05.02.2021
4463,639,18:11:01 05.02.2021
4464,800,19:11:01 05.02.2021
4465,877,20:11:01 05.02.2021
4466,636,21:11:01 05.02.2021
4467,630,22:11:01 05.02.2021
4468,639,23:11:01 05.02.2021
4469,636,00:11:01 06.02.2021
4470,640,01:11:01 06.02.2021
4471,633,02:11:01 06.02.2021
4472,640,03:11:01 06.02.2021
4473,633,04:11:01 06.02.2021
4474,639,05:11:01 06.02.2021
4475,638,06:11:01 06.02.2021
4476,640,07:11:01 06.02.2021
4477,639,08:11:01 06.02.2021
4478,641,09:11:01 06.02.2021
4479,642,10:11:01 06.02.2021
4480,629,11:11:01 06.02.2021
4481,640,12:11:01 06.02.2021
4482,638,13:11:01 06.02.2021
4483,642,14:11:01 06.02.2021
4484,638,15:11:01 06.02.2021
4485,644,16:11:01 06.02.2021
4486,643,17:11:01 06.02.2021
4487,634,18:11:01 06.02.2021
4488,655,19:11:01 06.02.2021
4489,652,20:11:01 06.02.2021
4490,644,21:11:01 06.02.2021
4491,640,22:11:01 06.02.2021
4492,642,23:11:01 06.02.2021
4493,638,00:11:01 07.02.2021
4494,648,01:11:01 07.02.2021
4495,630,02:11:01 07.02.2021
4496,635,03:11:01 07.02.2021
4497,652,04:11:01 07.02.2021
4498,640,05:11:01 07.02.2021
4499,638,06:11:01 07.02.2021
4500,632,07:11:01 07.02.2021
4501,636,08:11:01 07.02.2021
4502,636,09:11:01 07.02.2021
4503,631,10:11:01 07.02.2021
4504,635,11:11:01 07.02.2021
4505,639,12:11:01 07.02.2021
4506,639,13:11:01 07.02.2021
4507,629,14:11:01 07.02.2021
4508,657,15:11:01 07.02.2021
4509,638,16:11:01 07.02.2021
4510,637,17:11:01 07.02.2021
4511,631,18:11:01 07.02.2021
4512,634,19:11:01 07.02.2021
4513,658,20:11:01 07.02.2021
4514,640,21:11:01 07.02.2021
4515,634,22:11:01 07.02.2021
4516,641,23:11:01 07.02.2021
4517,632,00:11:01 08.02.2021
4518,634,01:11:01 08.02.2021
4519,639,02:11:01 08.02.2021
4520,649,03:11:01 08.02.2021
4521,637,04:11:01 08.02.2021
4522,638,05:11:01 08.02.2021
4523,790,06:11:01 08.02.2021
4524,795,07:11:01 08.02.2021
4525,641,08:11:01 08.02.2021
4526,631,09:11:01 08.02.2021
4527,737,10:11:01 08.02.2021
4528,797,11:12:01 08.02.2021
4529,634,12:12:01 08.02.2021
4530,634,13:12:01 08.02.2021
4531,633,14:12:01 08.02.2021
4532,1652,15:13:01 08.02.2021
4533,1646,16:13:01 08.02.2021
4534,786,17:13:01 08.02.2021
4535,790,18:13:01 08.02.2021
4536,635,19:13:01 08.02.2021
4537,632,20:13:01 08.02.2021
4538,636,21:13:01 08.02.2021
4539,633,22:13:01 08.02.2021
4540,639,23:13:01 08.02.2021
4541,634,00:13:01 09.02.2021
4542,634,01:13:01 09.02.2021
4543,638,02:13:01 09.02.2021
4544,639,03:13:01 09.02.2021
4545,631,04:13:01 09.02.2021
4546,637,05:13:01 09.02.2021
4547,643,06:13:01 09.02.2021
4548,634,07:13:01 09.02.2021
4549,786,08:13:01 09.02.2021
4550,798,09:13:01 09.02.2021
4551,773,10:14:01 09.02.2021
4552,795,11:14:01 09.02.2021
4553,805,12:14:01 09.02.2021
4554,793,13:14:01 09.02.2021
4555,638,14:15:01 09.02.2021
4556,626,15:15:01 09.02.2021
4557,648,16:15:01 09.02.2021
4558,832,17:15:01 09.02.2021
4559,634,18:15:01 09.02.2021
4560,634,19:15:01 09.02.2021
4561,635,20:15:01 09.02.2021
4562,635,21:15:01 09.02.2021
4563,636,22:15:01 09.02.2021
4564,638,23:15:01 09.02.2021
4565,635,00:15:01 10.02.2021
4566,637,01:15:01 10.02.2021
4567,636,02:15:01 10.02.2021
4568,634,03:15:01 10.02.2021
4569,636,04:15:01 10.02.2021
4570,635,05:15:01 10.02.2021
4571,797,06:15:01 10.02.2021
4572,635,07:15:01 10.02.2021
4573,643,08:16:01 10.02.2021
4574,783,09:16:01 10.02.2021
4575,792,10:16:01 10.02.2021
4576,799,11:16:01 10.02.2021
4577,851,12:16:01 10.02.2021
4578,749,13:16:01 10.02.2021
4579,841,14:16:01 10.02.2021
4580,638,15:16:01 10.02.2021
4581,49,16:16:01 10.02.2021
4582,646,17:16:02 10.02.2021
4583,639,18:16:01 10.02.2021
4584,790,19:19:01 10.02.2021
4585,803,20:19:01 10.02.2021
4586,630,21:19:01 10.02.2021
4587,636,22:19:01 10.02.2021
4588,638,23:19:01 10.02.2021
4589,639,00:19:01 11.02.2021
4590,632,01:19:01 11.02.2021
4591,666,02:19:01 11.02.2021
4592,635,03:19:01 11.02.2021
4593,634,04:19:01 11.02.2021
4594,637,05:19:01 11.02.2021
4595,799,06:19:01 11.02.2021
4596,666,07:19:01 11.02.2021
4597,629,08:19:01 11.02.2021
4598,631,09:19:01 11.02.2021
4599,632,10:19:01 11.02.2021
4600,796,11:25:01 11.02.2021
4601,836,12:26:01 11.02.2021
4602,796,13:26:01 11.02.2021
4603,936,14:26:01 11.02.2021
4604,633,15:26:01 11.02.2021
4605,644,16:31:01 11.02.2021
4606,808,17:31:01 11.02.2021
4607,796,18:31:01 11.02.2021
4608,798,19:32:01 11.02.2021
4609,797,20:34:01 11.02.2021
4610,637,21:34:01 11.02.2021
4611,635,22:34:01 11.02.2021
4612,638,23:34:01 11.02.2021
4613,639,00:34:01 12.02.2021
4614,639,01:34:01 12.02.2021
4615,629,02:34:01 12.02.2021
4616,643,03:34:01 12.02.2021
4617,643,04:34:01 12.02.2021
4618,647,05:34:01 12.02.2021
4619,798,06:34:01 12.02.2021
4620,636,07:34:01 12.02.2021
4621,660,08:34:01 12.02.2021
4622,654,09:34:01 12.02.2021
4623,604,10:34:01 12.02.2021
4624,801,11:34:01 12.02.2021
4625,633,12:34:01 12.02.2021
4626,636,13:34:01 12.02.2021
4627,636,14:34:01 12.02.2021
4628,636,15:34:01 12.02.2021
4629,632,16:34:01 12.02.2021
4630,638,17:34:01 12.02.2021
4631,819,18:34:01 12.02.2021
4632,643,19:34:01 12.02.2021
4633,815,20:34:01 12.02.2021
4634,40,21:34:01 12.02.2021
4635,38,22:34:01 12.02.2021
4636,40,23:34:01 12.02.2021
4637,41,00:34:01 13.02.2021
4638,40,01:34:01 13.02.2021
4639,40,02:34:01 13.02.2021
4640,41,03:34:01 13.02.2021
4641,41,04:34:01 13.02.2021
4642,40,05:34:01 13.02.2021
4643,40,06:34:01 13.02.2021
4644,40,07:34:01 13.02.2021
4645,40,08:34:01 13.02.2021
4646,42,09:34:01 13.02.2021
4647,40,10:34:01 13.02.2021
4648,40,11:34:01 13.02.2021
4649,40,12:34:01 13.02.2021
4650,37,13:34:01 13.02.2021
4651,39,14:34:01 13.02.2021
4652,40,15:34:01 13.02.2021
4653,38,16:34:01 13.02.2021
4654,38,17:34:01 13.02.2021
4655,40,18:34:01 13.02.2021
4656,42,19:34:01 13.02.2021
4657,40,20:34:01 13.02.2021
4658,39,21:34:01 13.02.2021
4659,42,22:34:01 13.02.2021
4660,40,23:34:01 13.02.2021
4661,42,00:34:01 14.02.2021
4662,42,01:34:01 14.02.2021
4663,41,02:34:01 14.02.2021
4664,43,03:34:01 14.02.2021
4665,42,04:34:01 14.02.2021
4666,41,05:34:01 14.02.2021
4667,40,06:34:01 14.02.2021
4668,42,07:34:01 14.02.2021
4669,40,08:34:01 14.02.2021
4670,40,09:34:01 14.02.2021
4671,41,10:34:01 14.02.2021
4672,41,11:34:01 14.02.2021
4673,38,12:34:01 14.02.2021
4674,40,13:34:01 14.02.2021
4675,37,14:34:01 14.02.2021
4676,40,15:34:01 14.02.2021
4677,40,16:34:01 14.02.2021
4678,38,17:34:01 14.02.2021
4679,41,18:34:01 14.02.2021
4680,40,19:34:01 14.02.2021
4681,40,20:34:01 14.02.2021
4682,40,21:34:01 14.02.2021
4683,42,22:34:01 14.02.2021
4684,40,23:34:01 14.02.2021
4685,42,00:34:01 15.02.2021
4686,40,01:34:01 15.02.2021
4687,40,02:34:01 15.02.2021
4688,42,03:34:01 15.02.2021
4689,41,04:34:01 15.02.2021
4690,43,05:34:01 15.02.2021
4691,820,06:34:01 15.02.2021
4692,1265,07:34:01 15.02.2021
4693,813,08:34:01 15.02.2021
4694,1246,09:34:01 15.02.2021
4695,809,10:34:01 15.02.2021
4696,1087,11:34:01 15.02.2021
4697,721,12:34:01 15.02.2021
4698,1235,13:34:01 15.02.2021
4699,798,14:34:01 15.02.2021
4700,1036,15:34:01 15.02.2021
4701,649,16:34:01 15.02.2021
4702,1126,17:34:01 15.02.2021
4703,804,18:34:01 15.02.2021
4704,1111,19:34:01 15.02.2021
4705,640,20:34:01 15.02.2021
4706,646,21:34:01 15.02.2021
4707,654,22:34:01 15.02.2021
4708,635,23:34:01 15.02.2021
4709,642,00:34:01 16.02.2021
4710,645,01:34:01 16.02.2021
4711,668,02:34:01 16.02.2021
4712,641,03:34:01 16.02.2021
4713,638,04:34:01 16.02.2021
4714,646,05:34:01 16.02.2021
4715,820,06:34:01 16.02.2021
4716,805,07:34:01 16.02.2021
4717,804,08:34:01 16.02.2021
4718,804,09:34:01 16.02.2021
4719,645,10:34:01 16.02.2021
4720,799,11:34:01 16.02.2021
4721,636,12:34:01 16.02.2021
4722,651,13:34:01 16.02.2021
4723,878,14:34:01 16.02.2021
4724,797,15:34:01 16.02.2021
4725,797,16:34:01 16.02.2021
4726,634,17:34:01 16.02.2021
4727,639,18:34:01 16.02.2021
4728,645,19:34:01 16.02.2021
4729,805,20:34:01 16.02.2021
4730,637,21:34:01 16.02.2021
4731,638,22:34:01 16.02.2021
4732,641,23:34:01 16.02.2021
4733,638,00:34:01 17.02.2021
4734,642,01:34:01 17.02.2021
4735,646,02:34:01 17.02.2021
4736,641,03:34:01 17.02.2021
4737,641,04:34:01 17.02.2021
4738,643,05:34:01 17.02.2021
4739,802,06:34:01 17.02.2021
4740,803,07:34:01 17.02.2021
4741,825,08:34:01 17.02.2021
4742,1248,09:34:01 17.02.2021
4743,638,10:34:01 17.02.2021
4744,772,11:34:01 17.02.2021
4745,800,12:34:01 17.02.2021
4746,791,13:34:01 17.02.2021
4747,802,14:34:01 17.02.2021
4748,799,15:34:01 17.02.2021
4749,640,16:35:01 17.02.2021
4750,639,17:35:01 17.02.2021
4751,639,18:35:01 17.02.2021
4752,643,19:35:01 17.02.2021
4753,640,20:35:01 17.02.2021
4754,641,21:35:01 17.02.2021
4755,640,22:35:01 17.02.2021
4756,641,23:35:01 17.02.2021
4757,639,00:35:01 18.02.2021
4758,640,01:35:01 18.02.2021
4759,645,02:35:01 18.02.2021
4760,640,03:35:01 18.02.2021
4761,643,04:35:01 18.02.2021
4762,646,05:35:01 18.02.2021
4763,653,06:35:01 18.02.2021
4764,639,07:35:01 18.02.2021
4765,657,08:35:01 18.02.2021
4766,1683,09:35:01 18.02.2021
4767,809,10:35:01 18.02.2021
4768,635,11:35:01 18.02.2021
4769,636,12:35:01 18.02.2021
4770,631,13:35:01 18.02.2021
4771,630,14:35:01 18.02.2021
4772,639,15:35:01 18.02.2021
4773,800,16:35:01 18.02.2021
4774,802,17:35:01 18.02.2021
4775,806,18:36:01 18.02.2021
4776,796,19:36:01 18.02.2021
4777,805,20:36:01 18.02.2021
4778,638,21:36:01 18.02.2021
4779,638,22:36:01 18.02.2021
4780,638,23:36:01 18.02.2021
4781,638,00:36:01 19.02.2021
4782,642,01:36:01 19.02.2021
4783,639,02:36:01 19.02.2021
4784,656,03:36:01 19.02.2021
4785,638,04:36:01 19.02.2021
4786,638,05:36:01 19.02.2021
4787,804,06:37:01 19.02.2021
4788,637,07:37:01 19.02.2021
4789,651,08:37:01 19.02.2021
4790,797,09:37:01 19.02.2021
4791,1669,10:38:01 19.02.2021
4792,803,11:38:01 19.02.2021
4793,640,12:38:01 19.02.2021
4794,635,13:38:01 19.02.2021
4795,639,14:38:01 19.02.2021
4796,795,15:38:01 19.02.2021
4797,641,16:38:01 19.02.2021
4798,794,17:38:01 19.02.2021
4799,791,18:38:01 19.02.2021
4800,800,19:38:01 19.02.2021
4801,1170,20:38:01 19.02.2021
4802,36,21:38:01 19.02.2021
4803,37,22:38:01 19.02.2021
4804,37,23:38:01 19.02.2021
4805,37,00:38:01 20.02.2021
4806,37,01:38:01 20.02.2021
4807,37,02:38:01 20.02.2021
4808,37,03:38:01 20.02.2021
4809,40,04:38:01 20.02.2021
4810,40,05:38:01 20.02.2021
4811,38,06:38:01 20.02.2021
4812,37,07:38:01 20.02.2021
4813,40,08:38:01 20.02.2021
4814,40,09:38:01 20.02.2021
4815,40,10:38:01 20.02.2021
4816,40,11:38:01 20.02.2021
4817,40,12:38:01 20.02.2021
4818,37,13:38:01 20.02.2021
4819,37,14:38:01 20.02.2021
4820,39,15:38:01 20.02.2021
4821,40,16:38:01 20.02.2021
4822,39,17:38:01 20.02.2021
4823,37,18:38:01 20.02.2021
4824,37,19:38:01 20.02.2021
4825,38,20:38:01 20.02.2021
4826,38,21:38:01 20.02.2021
4827,38,22:38:01 20.02.2021
4828,37,23:38:01 20.02.2021
4829,40,00:38:01 21.02.2021
4830,40,01:38:01 21.02.2021
4831,38,02:38:01 21.02.2021
4832,37,03:38:01 21.02.2021
4833,40,04:38:01 21.02.2021
4834,40,05:38:01 21.02.2021
4835,38,06:38:01 21.02.2021
