NR,air_hour,DataTime
4836,40,07:38:01 21.02.2021
4837,40,08:38:01 21.02.2021
4838,40,09:38:01 21.02.2021
4839,37,10:38:01 21.02.2021
4840,37,11:38:01 21.02.2021
4841,40,12:38:01 21.02.2021
4842,36,13:38:01 21.02.2021
4843,38,14:38:01 21.02.2021
4844,39,15:38:01 21.02.2021
4845,38,16:38:01 21.02.2021
4846,40,17:38:01 21.02.2021
4847,37,18:38:01 21.02.2021
4848,37,19:38:01 21.02.2021
4849,37,20:38:01 21.02.2021
4850,37,21:38:01 21.02.2021
4851,40,22:38:01 21.02.2021
4852,39,23:38:01 21.02.2021
4853,37,00:38:01 22.02.2021
4854,40,01:38:01 22.02.2021
4855,40,02:38:01 22.02.2021
4856,38,03:38:01 22.02.2021
4857,37,04:38:01 22.02.2021
4858,41,05:38:01 22.02.2021
4859,1131,06:38:01 22.02.2021
4860,815,07:38:01 22.02.2021
4861,634,08:38:01 22.02.2021
4862,797,09:38:01 22.02.2021
4863,1251,10:38:01 22.02.2021
4864,797,11:38:01 22.02.2021
4865,1230,12:38:01 22.02.2021
4866,803,13:38:01 22.02.2021
4867,1123,14:38:01 22.02.2021
4868,638,15:38:01 22.02.2021
4869,633,16:38:01 22.02.2021
4870,636,17:38:01 22.02.2021
4871,640,18:38:01 22.02.2021
4872,633,19:38:01 22.02.2021
4873,640,20:38:01 22.02.2021
4874,642,21:38:01 22.02.2021
4875,646,22:38:01 22.02.2021
4876,642,23:38:01 22.02.2021
4877,644,00:38:01 23.02.2021
4878,643,01:38:01 23.02.2021
4879,643,02:38:01 23.02.2021
4880,641,03:38:01 23.02.2021
4881,636,04:38:01 23.02.2021
4882,646,05:38:01 23.02.2021
4883,640,06:38:01 23.02.2021
4884,640,07:38:01 23.02.2021
4885,648,08:38:01 23.02.2021
4886,794,09:38:01 23.02.2021
4887,1225,10:38:01 23.02.2021
4888,642,11:38:01 23.02.2021
4889,1062,12:38:01 23.02.2021
4890,638,13:38:01 23.02.2021
4891,809,14:38:01 23.02.2021
4892,639,15:38:01 23.02.2021
4893,660,16:38:01 23.02.2021
4894,804,17:38:01 23.02.2021
4895,667,18:38:01 23.02.2021
4896,642,19:38:01 23.02.2021
4897,805,20:38:01 23.02.2021
4898,638,21:38:01 23.02.2021
4899,645,22:38:01 23.02.2021
4900,642,23:38:01 23.02.2021
4901,635,00:38:01 24.02.2021
4902,636,01:38:01 24.02.2021
4903,639,02:38:01 24.02.2021
4904,643,03:38:01 24.02.2021
4905,651,04:38:01 24.02.2021
4906,635,05:38:01 24.02.2021
4907,648,06:38:01 24.02.2021
4908,665,07:38:01 24.02.2021
4909,645,08:39:01 24.02.2021
4910,803,09:39:01 24.02.2021
4911,634,10:39:01 24.02.2021
4912,627,11:39:01 24.02.2021
4913,635,12:39:01 24.02.2021
4914,805,13:39:01 24.02.2021
4915,632,14:39:01 24.02.2021
4916,762,15:39:01 24.02.2021
4917,636,16:39:01 24.02.2021
4918,637,17:39:01 24.02.2021
4919,637,18:39:01 24.02.2021
4920,635,19:40:01 24.02.2021
4921,638,20:41:01 24.02.2021
4922,797,21:41:01 24.02.2021
4923,1260,22:41:01 24.02.2021
4924,813,23:41:01 24.02.2021
4925,982,00:41:01 25.02.2021
4926,640,01:41:01 25.02.2021
4927,997,02:41:01 25.02.2021
4928,651,03:41:01 25.02.2021
4929,882,04:41:01 25.02.2021
4930,639,05:41:01 25.02.2021
4931,804,06:41:01 25.02.2021
4932,846,07:41:01 25.02.2021
4933,639,08:41:01 25.02.2021
4934,526,09:48:01 25.02.2021
4935,847,10:48:01 25.02.2021
4936,633,11:48:01 25.02.2021
4937,636,12:48:01 25.02.2021
4938,634,13:48:01 25.02.2021
4939,633,14:48:01 25.02.2021
4940,641,15:48:01 25.02.2021
4941,633,16:48:01 25.02.2021
4942,632,17:48:01 25.02.2021
4943,637,18:48:01 25.02.2021
4944,635,19:48:01 25.02.2021
4945,647,20:48:01 25.02.2021
4946,636,21:48:01 25.02.2021
4947,635,22:48:01 25.02.2021
4948,635,23:48:01 25.02.2021
4949,653,00:48:01 26.02.2021
4950,638,01:48:01 26.02.2021
4951,636,02:48:01 26.02.2021
4952,639,03:48:01 26.02.2021
4953,632,04:48:01 26.02.2021
4954,633,05:48:01 26.02.2021
4955,641,06:48:01 26.02.2021
4956,637,07:48:01 26.02.2021
4957,633,08:48:01 26.02.2021
4958,634,09:48:01 26.02.2021
4959,642,10:48:01 26.02.2021
4960,635,11:48:01 26.02.2021
4961,802,12:48:01 26.02.2021
4962,636,13:48:01 26.02.2021
4963,631,14:48:01 26.02.2021
4964,640,15:48:01 26.02.2021
4965,637,16:48:01 26.02.2021
4966,639,17:48:01 26.02.2021
4967,636,18:48:01 26.02.2021
4968,639,19:48:01 26.02.2021
4969,642,20:48:01 26.02.2021
4970,36,21:48:01 26.02.2021
4971,36,22:48:01 26.02.2021
4972,36,23:48:01 26.02.2021
4973,41,00:48:01 27.02.2021
4974,37,01:48:01 27.02.2021
4975,40,02:48:01 27.02.2021
4976,38,03:48:01 27.02.2021
4977,37,04:48:01 27.02.2021
4978,40,05:48:01 27.02.2021
4979,39,06:48:01 27.02.2021
4980,38,07:48:01 27.02.2021
4981,38,08:48:01 27.02.2021
4982,44,09:48:01 27.02.2021
4983,36,10:48:01 27.02.2021
4984,36,11:48:01 27.02.2021
4985,40,12:48:01 27.02.2021
4986,36,13:48:01 27.02.2021
4987,34,14:48:01 27.02.2021
4988,42,15:48:01 27.02.2021
4989,37,16:48:01 27.02.2021
4990,38,17:48:01 27.02.2021
4991,37,18:48:01 27.02.2021
4992,38,19:48:01 27.02.2021
4993,36,20:48:01 27.02.2021
4994,40,21:48:01 27.02.2021
4995,37,22:48:01 27.02.2021
4996,36,23:48:01 27.02.2021
4997,38,00:48:01 28.02.2021
4998,37,01:48:01 28.02.2021
4999,40,02:48:01 28.02.2021
5000,37,03:48:01 28.02.2021
5001,40,04:48:01 28.02.2021
5002,37,05:48:01 28.02.2021
5003,40,06:48:01 28.02.2021
5004,40,07:48:01 28.02.2021
5005,40,08:48:01 28.02.2021
5006,44,09:48:01 28.02.2021
5007,40,10:48:01 28.02.2021
5008,37,11:48:01 28.02.2021
5009,42,12:48:01 28.02.2021
5010,35,13:48:01 28.02.2021
5011,36,14:48:01 28.02.2021
5012,37,15:48:01 28.02.2021
5013,37,16:48:01 28.02.2021
5014,36,17:48:01 28.02.2021
5015,37,18:48:01 28.02.2021
5016,38,19:48:01 28.02.2021
5017,37,20:48:01 28.02.2021
5018,40,21:48:01 28.02.2021
5019,40,22:48:01 28.02.2021
5020,38,23:48:01 28.02.2021
5021,37,00:48:01 01.03.2021
5022,37,01:48:01 01.03.2021
5023,38,02:48:01 01.03.2021
5024,40,03:48:01 01.03.2021
5025,47,04:48:01 01.03.2021
5026,40,05:48:01 01.03.2021
5027,40,06:48:01 01.03.2021
5028,38,07:48:01 01.03.2021
5029,618,08:48:01 01.03.2021
5030,642,09:49:01 01.03.2021
5031,38,09:42:01 08.03.2021
5032,39,11:08:01 08.03.2021
5033,37,12:17:01 08.03.2021
5034,37,13:17:01 08.03.2021
5035,37,14:17:01 08.03.2021
5036,536,15:21:01 08.03.2021
5037,554,16:21:01 08.03.2021
5038,559,17:21:01 08.03.2021
5039,572,18:21:01 08.03.2021
5040,562,19:21:01 08.03.2021
5041,563,20:21:01 08.03.2021
5042,559,21:21:01 08.03.2021
5043,559,22:21:01 08.03.2021
5044,560,23:21:01 08.03.2021
5045,563,00:21:01 09.03.2021
5046,561,01:21:01 09.03.2021
5047,562,02:21:01 09.03.2021
5048,562,03:21:01 09.03.2021
5049,563,04:21:01 09.03.2021
5050,563,05:21:01 09.03.2021
5051,564,06:21:01 09.03.2021
5052,562,07:21:01 09.03.2021
5053,556,08:21:01 09.03.2021
5054,558,09:21:01 09.03.2021
5055,571,10:21:01 09.03.2021
5056,557,11:21:01 09.03.2021
5057,37,12:22:01 09.03.2021
5058,40,13:26:01 09.03.2021
5059,568,14:26:01 09.03.2021
5060,565,15:26:01 09.03.2021
5061,547,16:27:01 09.03.2021
5062,41,17:27:02 09.03.2021
5063,36,18:27:01 09.03.2021
5064,37,19:27:01 09.03.2021
5065,36,20:27:01 09.03.2021
5066,37,21:27:01 09.03.2021
5067,38,22:27:01 09.03.2021
5068,37,23:27:01 09.03.2021
5069,40,00:27:01 10.03.2021
5070,40,01:27:01 10.03.2021
5071,40,02:27:01 10.03.2021
5072,38,03:27:01 10.03.2021
5073,40,04:27:01 10.03.2021
5074,44,05:27:01 10.03.2021
5075,41,06:27:01 10.03.2021
5076,44,07:27:01 10.03.2021
5077,590,08:27:01 10.03.2021
5078,560,09:27:01 10.03.2021
5079,576,10:28:01 10.03.2021
5080,37,11:28:01 10.03.2021
5081,1234,12:28:01 10.03.2021
5082,630,13:28:01 10.03.2021
5083,1071,14:28:01 10.03.2021
5084,625,15:28:01 10.03.2021
5085,635,16:28:01 10.03.2021
5086,619,17:28:01 10.03.2021
5087,631,18:28:01 10.03.2021
5088,633,19:28:01 10.03.2021
5089,639,20:28:01 10.03.2021
5090,631,21:28:01 10.03.2021
5091,633,22:28:01 10.03.2021
5092,636,23:28:01 10.03.2021
5093,627,00:28:01 11.03.2021
5094,634,01:28:01 11.03.2021
5095,625,02:28:01 11.03.2021
5096,631,03:28:01 11.03.2021
5097,646,04:28:01 11.03.2021
5098,629,05:28:01 11.03.2021
5099,637,06:28:01 11.03.2021
5100,638,07:28:01 11.03.2021
5101,40,08:28:01 11.03.2021
5102,626,09:28:01 11.03.2021
5103,562,10:33:01 11.03.2021
5104,34,11:33:01 11.03.2021
5105,39,12:33:01 11.03.2021
5106,37,13:33:01 11.03.2021
5107,37,14:33:01 11.03.2021
5108,39,15:33:01 11.03.2021
5109,558,16:34:01 11.03.2021
5110,785,17:34:01 11.03.2021
5111,1242,18:34:01 11.03.2021
5112,786,19:34:01 11.03.2021
5113,1244,20:34:01 11.03.2021
5114,779,21:34:01 11.03.2021
5115,1239,22:34:01 11.03.2021
5116,777,23:34:01 11.03.2021
5117,1250,00:34:01 12.03.2021
5118,784,01:34:01 12.03.2021
5119,1247,02:34:01 12.03.2021
5120,784,03:34:01 12.03.2021
5121,1153,04:34:01 12.03.2021
5122,788,05:34:01 12.03.2021
5123,631,06:34:01 12.03.2021
5124,655,07:34:01 12.03.2021
5125,629,08:34:01 12.03.2021
5126,635,09:34:01 12.03.2021
5127,640,10:34:01 12.03.2021
5128,605,11:34:01 12.03.2021
5129,626,12:34:01 12.03.2021
5130,630,13:34:01 12.03.2021
5131,602,14:34:01 12.03.2021
5132,615,15:34:01 12.03.2021
5133,622,16:34:01 12.03.2021
5134,631,17:34:01 12.03.2021
5135,37,18:34:01 12.03.2021
5136,37,19:34:01 12.03.2021
5137,37,20:34:01 12.03.2021
5138,35,21:34:01 12.03.2021
5139,40,22:34:01 12.03.2021
5140,38,23:34:01 12.03.2021
5141,40,00:34:01 13.03.2021
5142,38,01:34:01 13.03.2021
5143,38,02:34:01 13.03.2021
5144,39,03:34:01 13.03.2021
5145,40,04:34:01 13.03.2021
5146,40,05:34:01 13.03.2021
5147,39,06:34:01 13.03.2021
5148,38,07:34:01 13.03.2021
5149,40,08:34:01 13.03.2021
5150,40,09:34:01 13.03.2021
5151,37,10:34:01 13.03.2021
5152,38,11:34:01 13.03.2021
5153,37,12:34:01 13.03.2021
5154,38,13:34:01 13.03.2021
5155,38,14:34:01 13.03.2021
5156,37,15:34:01 13.03.2021
5157,36,16:34:01 13.03.2021
5158,37,17:34:01 13.03.2021
5159,37,18:34:01 13.03.2021
5160,39,19:34:01 13.03.2021
5161,38,20:34:01 13.03.2021
5162,37,21:34:01 13.03.2021
5163,40,22:34:01 13.03.2021
5164,40,23:34:01 13.03.2021
5165,37,00:34:01 14.03.2021
5166,37,01:34:01 14.03.2021
5167,37,02:34:01 14.03.2021
5168,38,03:34:01 14.03.2021
5169,38,04:34:01 14.03.2021
5170,37,05:34:01 14.03.2021
5171,38,06:34:01 14.03.2021
5172,37,07:34:01 14.03.2021
5173,37,08:34:01 14.03.2021
5174,39,09:34:01 14.03.2021
5175,40,10:34:01 14.03.2021
5176,39,11:34:01 14.03.2021
5177,37,12:34:01 14.03.2021
5178,37,13:34:01 14.03.2021
5179,40,14:34:01 14.03.2021
5180,40,15:34:01 14.03.2021
5181,37,16:34:01 14.03.2021
5182,40,17:34:01 14.03.2021
5183,40,18:34:01 14.03.2021
5184,40,19:34:01 14.03.2021
5185,40,20:34:01 14.03.2021
5186,41,21:34:01 14.03.2021
5187,41,22:34:01 14.03.2021
5188,40,23:34:01 14.03.2021
5189,38,00:34:01 15.03.2021
5190,41,01:34:01 15.03.2021
5191,41,02:34:01 15.03.2021
5192,39,03:34:01 15.03.2021
5193,41,04:34:01 15.03.2021
5194,39,05:34:01 15.03.2021
5195,42,06:34:01 15.03.2021
5196,639,07:34:01 15.03.2021
5197,632,08:34:01 15.03.2021
5198,577,10:34:01 15.03.2021
5199,561,11:34:01 15.03.2021
5200,567,12:34:01 15.03.2021
5201,570,13:34:01 15.03.2021
5202,554,14:34:01 15.03.2021
5203,558,15:34:01 15.03.2021
5204,739,16:34:01 15.03.2021
5205,644,17:34:01 15.03.2021
5206,37,18:34:01 15.03.2021
5207,38,19:34:01 15.03.2021
5208,38,20:34:01 15.03.2021
5209,37,21:34:01 15.03.2021
5210,40,22:34:01 15.03.2021
5211,39,23:34:01 15.03.2021
5212,40,00:34:01 16.03.2021
5213,40,01:34:01 16.03.2021
5214,37,02:34:01 16.03.2021
5215,40,03:34:01 16.03.2021
5216,41,04:34:01 16.03.2021
5217,41,05:34:01 16.03.2021
5218,40,06:34:01 16.03.2021
5219,40,07:34:01 16.03.2021
5220,626,08:34:01 16.03.2021
5221,622,09:34:01 16.03.2021
5222,621,10:34:01 16.03.2021
5223,599,11:34:01 16.03.2021
5224,626,12:34:01 16.03.2021
5225,629,13:34:01 16.03.2021
5226,639,14:34:01 16.03.2021
5227,779,15:34:01 16.03.2021
5228,625,16:34:01 16.03.2021
5229,37,17:34:01 16.03.2021
5230,37,18:34:01 16.03.2021
5231,37,19:34:01 16.03.2021
5232,36,20:34:01 16.03.2021
5233,39,21:34:01 16.03.2021
5234,37,22:34:01 16.03.2021
5235,40,23:34:01 16.03.2021
5236,40,00:34:01 17.03.2021
5237,40,01:34:01 17.03.2021
5238,40,02:34:01 17.03.2021
5239,40,03:34:01 17.03.2021
5240,40,04:34:01 17.03.2021
5241,40,05:34:01 17.03.2021
5242,39,06:34:01 17.03.2021
5243,40,07:34:01 17.03.2021
5244,820,08:34:01 17.03.2021
5245,630,09:34:01 17.03.2021
5246,781,10:34:01 17.03.2021
5247,790,11:34:01 17.03.2021
5248,787,12:34:01 17.03.2021
5249,773,13:34:01 17.03.2021
5250,793,14:34:01 17.03.2021
5251,782,15:34:01 17.03.2021
5252,784,16:34:01 17.03.2021
5253,782,17:34:01 17.03.2021
5254,1671,18:34:01 17.03.2021
5255,781,19:34:01 17.03.2021
5256,788,20:34:01 17.03.2021
5257,629,21:34:01 17.03.2021
5258,629,22:34:01 17.03.2021
5259,632,23:34:01 17.03.2021
5260,631,00:34:01 18.03.2021
5261,631,01:34:01 18.03.2021
5262,634,02:34:01 18.03.2021
5263,635,03:34:01 18.03.2021
5264,634,04:34:01 18.03.2021
5265,635,05:34:01 18.03.2021
5266,632,06:34:01 18.03.2021
5267,633,07:34:01 18.03.2021
5268,797,08:34:01 18.03.2021
5269,639,09:34:01 18.03.2021
5270,799,10:34:01 18.03.2021
5271,1091,11:34:01 18.03.2021
5272,799,12:34:01 18.03.2021
5273,1251,13:34:01 18.03.2021
5274,632,14:34:01 18.03.2021
5275,1245,15:35:01 18.03.2021
5276,788,16:35:01 18.03.2021
5277,1243,17:36:01 18.03.2021
5278,791,18:36:01 18.03.2021
5279,1243,19:36:01 18.03.2021
5280,784,20:36:01 18.03.2021
5281,1253,21:36:01 18.03.2021
5282,788,22:36:01 18.03.2021
5283,1265,23:36:01 18.03.2021
5284,769,00:36:01 19.03.2021
5285,1000,01:36:01 19.03.2021
5286,651,02:36:01 19.03.2021
5287,1048,03:36:01 19.03.2021
5288,634,04:36:01 19.03.2021
5289,902,05:36:01 19.03.2021
5290,633,06:36:01 19.03.2021
5291,656,07:36:01 19.03.2021
5292,791,08:36:01 19.03.2021
5293,915,09:36:01 19.03.2021
5294,630,10:36:01 19.03.2021
5295,819,11:36:01 19.03.2021
5296,629,12:36:01 19.03.2021
5297,617,13:36:01 19.03.2021
5298,626,14:36:01 19.03.2021
5299,627,15:36:01 19.03.2021
5300,783,16:36:01 19.03.2021
5301,629,17:36:01 19.03.2021
5302,37,18:36:01 19.03.2021
5303,37,19:36:01 19.03.2021
5304,36,20:36:01 19.03.2021
5305,39,21:36:01 19.03.2021
5306,37,22:36:01 19.03.2021
5307,37,23:36:01 19.03.2021
5308,40,00:36:01 20.03.2021
5309,37,01:36:01 20.03.2021
5310,40,02:36:01 20.03.2021
5311,40,03:36:01 20.03.2021
5312,39,04:36:01 20.03.2021
5313,38,05:36:01 20.03.2021
5314,41,06:36:01 20.03.2021
5315,40,07:36:01 20.03.2021
5316,41,08:36:01 20.03.2021
5317,39,09:36:01 20.03.2021
5318,37,10:36:01 20.03.2021
5319,40,11:36:01 20.03.2021
5320,39,12:36:01 20.03.2021
5321,39,13:36:01 20.03.2021
5322,39,14:36:01 20.03.2021
5323,37,15:36:01 20.03.2021
5324,38,16:36:01 20.03.2021
5325,40,17:36:01 20.03.2021
5326,39,18:36:01 20.03.2021
5327,40,19:36:01 20.03.2021
5328,38,20:36:01 20.03.2021
5329,40,21:36:01 20.03.2021
5330,39,22:36:01 20.03.2021
5331,40,23:36:01 20.03.2021
5332,40,00:36:01 21.03.2021
5333,40,01:36:01 21.03.2021
5334,40,02:36:01 21.03.2021
5335,42,03:36:01 21.03.2021
5336,42,04:36:01 21.03.2021
5337,42,05:36:01 21.03.2021
5338,40,06:36:01 21.03.2021
5339,40,07:36:01 21.03.2021
5340,42,08:36:01 21.03.2021
5341,39,09:36:01 21.03.2021
5342,41,10:36:01 21.03.2021
5343,40,11:36:01 21.03.2021
5344,37,12:36:01 21.03.2021
5345,39,13:36:01 21.03.2021
5346,37,14:36:01 21.03.2021
5347,37,15:36:01 21.03.2021
5348,39,16:36:01 21.03.2021
5349,40,17:36:01 21.03.2021
5350,37,18:36:01 21.03.2021
5351,38,19:36:01 21.03.2021
5352,40,20:36:01 21.03.2021
5353,40,21:36:01 21.03.2021
5354,40,22:36:01 21.03.2021
5355,40,23:36:01 21.03.2021
5356,40,00:36:01 22.03.2021
5357,40,01:36:01 22.03.2021
5358,38,02:36:01 22.03.2021
5359,40,03:36:01 22.03.2021
5360,42,04:36:01 22.03.2021
5361,40,05:36:01 22.03.2021
5362,631,06:36:01 22.03.2021
5363,630,07:36:01 22.03.2021
5364,828,08:36:01 22.03.2021
5365,793,09:36:01 22.03.2021
5366,1239,10:36:01 22.03.2021
5367,621,11:36:01 22.03.2021
5368,1199,12:36:01 22.03.2021
5369,762,13:36:01 22.03.2021
5370,1238,14:36:01 22.03.2021
5371,637,15:36:01 22.03.2021
5372,1181,16:36:01 22.03.2021
5373,642,17:36:01 22.03.2021
5374,618,18:36:01 22.03.2021
5375,789,19:36:01 22.03.2021
5376,1216,20:36:01 22.03.2021
5377,788,21:36:01 22.03.2021
5378,1260,22:36:01 22.03.2021
5379,795,23:36:01 22.03.2021
5380,1224,00:36:01 23.03.2021
5381,647,01:36:01 23.03.2021
5382,1308,02:36:01 23.03.2021
5383,775,03:36:01 23.03.2021
5384,1263,04:36:01 23.03.2021
5385,670,05:36:01 23.03.2021
5386,1242,06:36:01 23.03.2021
5387,790,07:36:01 23.03.2021
5388,1240,08:36:01 23.03.2021
5389,629,09:36:01 23.03.2021
5390,1158,10:36:01 23.03.2021
5391,641,11:36:01 23.03.2021
5392,821,12:36:01 23.03.2021
5393,784,13:36:01 23.03.2021
5394,524,14:37:01 23.03.2021
5395,813,15:37:01 23.03.2021
5396,43,16:37:01 23.03.2021
5397,794,17:37:01 23.03.2021
5398,1102,18:37:01 23.03.2021
5399,621,19:52:01 23.03.2021
5400,37,20:52:01 23.03.2021
5401,37,21:52:01 23.03.2021
5402,36,22:52:01 23.03.2021
5403,37,23:52:01 23.03.2021
5404,39,00:52:01 24.03.2021
5405,39,01:52:01 24.03.2021
5406,37,02:52:01 24.03.2021
5407,40,03:52:01 24.03.2021
5408,40,04:52:01 24.03.2021
5409,40,05:52:01 24.03.2021
5410,38,06:52:01 24.03.2021
5411,38,07:52:01 24.03.2021
5412,33,09:00:01 24.03.2021
5413,567,10:03:01 24.03.2021
5414,37,11:03:01 24.03.2021
5415,635,12:06:01 24.03.2021
5416,571,13:22:01 24.03.2021
5417,558,14:22:01 24.03.2021
5418,585,15:23:01 24.03.2021
5419,790,16:23:01 24.03.2021
5420,786,17:23:01 24.03.2021
5421,626,18:23:01 24.03.2021
5422,806,19:23:01 24.03.2021
5423,1006,20:23:01 24.03.2021
5424,785,21:23:01 24.03.2021
5425,885,22:23:01 24.03.2021
5426,654,23:23:01 24.03.2021
5427,930,00:23:01 25.03.2021
5428,793,01:23:01 25.03.2021
5429,953,02:23:01 25.03.2021
5430,787,03:23:01 25.03.2021
5431,914,04:23:01 25.03.2021
5432,803,05:23:01 25.03.2021
5433,910,06:23:01 25.03.2021
5434,807,07:23:01 25.03.2021
5435,779,08:23:01 25.03.2021
5436,788,09:23:01 25.03.2021
5437,630,10:23:01 25.03.2021
5438,909,11:23:01 25.03.2021
5439,855,12:23:01 25.03.2021
5440,944,13:23:01 25.03.2021
5441,836,14:23:01 25.03.2021
5442,786,15:23:01 25.03.2021
5443,605,16:23:01 25.03.2021
5444,625,17:23:01 25.03.2021
5445,684,18:23:01 25.03.2021
5446,802,19:23:01 25.03.2021
5447,816,20:23:01 25.03.2021
5448,784,21:23:01 25.03.2021
5449,809,22:23:01 25.03.2021
5450,783,23:23:01 25.03.2021
5451,805,00:23:01 26.03.2021
5452,781,01:23:01 26.03.2021
5453,679,02:23:01 26.03.2021
5454,787,03:23:01 26.03.2021
5455,644,04:23:01 26.03.2021
5456,629,05:23:01 26.03.2021
5457,815,06:23:01 26.03.2021
5458,796,07:23:01 26.03.2021
5459,974,08:23:01 26.03.2021
5460,537,09:31:01 26.03.2021
5461,783,10:31:01 26.03.2021
5462,780,11:31:01 26.03.2021
5463,815,12:31:01 26.03.2021
5464,631,13:31:01 26.03.2021
5465,781,14:31:01 26.03.2021
5466,652,15:31:01 26.03.2021
5467,795,16:31:01 26.03.2021
5468,789,17:31:01 26.03.2021
5469,632,18:31:01 26.03.2021
5470,780,19:31:01 26.03.2021
5471,807,20:31:01 26.03.2021
5472,786,21:31:01 26.03.2021
5473,1081,22:31:01 26.03.2021
5474,786,23:31:01 26.03.2021
5475,793,00:31:01 27.03.2021
5476,786,01:31:01 27.03.2021
5477,807,02:31:01 27.03.2021
5478,621,03:31:01 27.03.2021
5479,801,04:31:01 27.03.2021
5480,768,05:31:01 27.03.2021
5481,796,06:31:01 27.03.2021
5482,778,07:31:01 27.03.2021
5483,792,08:31:01 27.03.2021
5484,623,09:31:01 27.03.2021
5485,640,10:31:01 27.03.2021
5486,625,11:31:01 27.03.2021
5487,635,12:31:01 27.03.2021
5488,626,13:31:01 27.03.2021
5489,640,14:31:01 27.03.2021
5490,623,15:31:01 27.03.2021
5491,634,16:31:01 27.03.2021
5492,634,17:31:01 27.03.2021
5493,635,18:31:01 27.03.2021
5494,629,19:31:01 27.03.2021
5495,631,20:31:01 27.03.2021
5496,728,21:31:01 27.03.2021
5497,635,22:31:01 27.03.2021
5498,688,23:31:01 27.03.2021
5499,633,00:31:01 28.03.2021
5500,823,01:31:01 28.03.2021
5501,634,03:31:01 28.03.2021
5502,854,04:31:01 28.03.2021
5503,664,05:31:01 28.03.2021
5504,921,06:31:01 28.03.2021
5505,639,07:31:01 28.03.2021
5506,894,08:31:01 28.03.2021
5507,636,09:31:01 28.03.2021
5508,980,10:31:01 28.03.2021
5509,635,11:31:01 28.03.2021
5510,954,12:31:01 28.03.2021
5511,634,13:31:01 28.03.2021
5512,1025,14:31:01 28.03.2021
5513,634,15:31:01 28.03.2021
5514,990,16:31:01 28.03.2021
5515,633,17:31:01 28.03.2021
5516,1045,18:31:01 28.03.2021
5517,632,19:31:01 28.03.2021
5518,1039,20:31:01 28.03.2021
5519,632,21:31:01 28.03.2021
5520,1070,22:31:01 28.03.2021
5521,638,23:31:01 28.03.2021
5522,1049,00:31:01 29.03.2021
5523,633,01:31:01 29.03.2021
5524,1079,02:31:01 29.03.2021
5525,631,03:31:01 29.03.2021
5526,1072,04:31:01 29.03.2021
5527,652,05:31:01 29.03.2021
5528,1261,06:31:01 29.03.2021
5529,815,07:31:01 29.03.2021
5530,1232,08:31:01 29.03.2021
5531,628,09:31:01 29.03.2021
5532,586,10:31:01 29.03.2021
5533,783,11:31:01 29.03.2021
5534,630,12:31:01 29.03.2021
5535,631,13:31:01 29.03.2021
5536,1228,14:31:01 29.03.2021
5537,784,15:31:01 29.03.2021
5538,625,16:31:01 29.03.2021
5539,628,17:31:01 29.03.2021
5540,628,18:31:01 29.03.2021
5541,781,19:31:01 29.03.2021
5542,1234,20:31:01 29.03.2021
5543,648,21:27:01 29.03.2021
5544,1209,22:27:01 29.03.2021
5545,1514,23:27:01 29.03.2021
5546,1004,00:27:01 30.03.2021
5547,661,01:27:01 30.03.2021
5548,1062,02:27:01 30.03.2021
5549,786,03:27:01 30.03.2021
5550,1060,04:27:01 30.03.2021
5551,612,05:27:01 30.03.2021
5552,1410,06:27:01 30.03.2021
5553,629,07:28:01 30.03.2021
5554,1225,08:28:01 30.03.2021
5555,626,09:28:01 30.03.2021
5556,565,10:28:01 30.03.2021
5557,782,11:28:01 30.03.2021
5558,1229,12:28:01 30.03.2021
5559,800,13:29:01 30.03.2021
5560,1223,14:29:01 30.03.2021
5561,647,15:29:01 30.03.2021
5562,1071,16:29:01 30.03.2021
5563,611,17:29:01 30.03.2021
5564,1247,18:29:01 30.03.2021
5565,781,19:29:01 30.03.2021
5566,1235,20:29:01 30.03.2021
5567,785,21:29:01 30.03.2021
5568,1240,22:29:01 30.03.2021
5569,619,23:29:01 30.03.2021
5570,1226,00:29:01 31.03.2021
5571,781,01:29:01 31.03.2021
5572,1251,02:29:01 31.03.2021
5573,783,03:29:01 31.03.2021
5574,1243,04:29:01 31.03.2021
5575,780,05:29:01 31.03.2021
